outcome,category_name,sub_category_name,goal,pledged,outcome
failed,Games,"Mobile Games",12000,0,failed
failed,Journalism,Photo,100000,25,failed
successful,Art,"Mixed Media",8500,8735,successful
failed,Fashion,Apparel,22000,27,failed
successful,Art,Painting,1750,3806,successful
successful,"Film & Video",Drama,8000,8407,successful
failed,Games,"Tabletop Games",1500,172,failed
successful,"Film & Video","Narrative Film",5000,7010,successful
failed,"Film & Video",Shorts,1650,0,failed
failed,Food,"Food Trucks",15000,10,failed
successful,Music,R&B,10000,11060,successful
successful,Photography,Photobooks,10000,13875,successful
failed,Art,Art,500,18,failed
successful,Art,"Performance Art",1500,2671,successful
failed,Publishing,Fiction,5000,158,failed
successful,Crafts,Knitting,500,1623,successful
failed,Music,Hip-Hop,75000,1,failed
successful,Music,"Indie Rock",5000,5700,successful
failed,Technology,Software,5000,2254.3,failed
successful,Games,"Tabletop Games",5000,6167,successful
failed,Technology,"DIY Electronics",8000,177,failed
failed,Design,"Product Design",40000,365,failed
successful,Theater,Theater,3500,3662,successful
successful,Theater,Theater,18000,19577,successful
failed,Crafts,DIY,160000,33,failed
successful,Design,"Product Design",30000,34296,successful
successful,"Film & Video",Documentary,50000,101469,successful
failed,"Film & Video","Film & Video",2500,45,failed
successful,Comics,"Comic Books",3300,3706,successful
successful,Music,Music,10666,11619,successful
successful,"Film & Video",Shorts,5600,5705,successful
successful,Technology,Web,1000000,5408916.95,successful
failed,Technology,Web,7500,900,failed
failed,Music,Music,20000,0,failed
failed,"Film & Video","Narrative Film",69000,0,failed
failed,Music,Hip-Hop,7000,1247,failed
failed,Crafts,Crochet,15000,6,failed
failed,"Film & Video","Film & Video",2000,25,failed
successful,Art,"Public Art",7500,7882,successful
failed,Music,"Electronic Music",2500,295,failed
failed,Design,"Product Design",40000,145,failed
successful,Games,"Tabletop Games",5000,6501,successful
failed,Publishing,Publishing,800,50,failed
successful,Music,Music,350,440,successful
failed,Crafts,Quilts,1000,0,failed
failed,"Film & Video","Narrative Film",14500,134,failed
failed,Music,Rock,1950,960,failed
successful,"Film & Video","Film & Video",600,700,successful
successful,Publishing,Fiction,2000,2274,successful
failed,Music,Hip-Hop,900,0,failed
failed,Food,"Small Batch",10000,1100,failed
failed,Publishing,Fiction,6620,26,failed
successful,Photography,Photography,8955,12051.61,successful
failed,Publishing,Fiction,7500,183,failed
failed,Games,Games,12000,1434,failed
failed,Publishing,Nonfiction,1500,0,failed
failed,Games,"Video Games",50000,1247,failed
successful,Theater,Musical,27000,27576,successful
failed,Music,Pop,2500,175,failed
successful,Music,Music,1200,1238.01,successful
failed,Fashion,Childrenswear,25000,17732,failed
successful,Comics,"Comic Books",2000,2015,successful
successful,Food,Food,15000,16550,successful
failed,Games,"Tabletop Games",25000,480,failed
successful,Music,"Country & Folk",2000,2140,successful
failed,Technology,Wearables,250000,210,failed
successful,Food,"Small Batch",10000,10420.07,successful
failed,"Film & Video","Film & Video",250000,0,failed
successful,Music,"Country & Folk",500,725,successful
successful,Art,Art,2000,2500.96,successful
successful,Music,Music,10000,10051,successful
successful,Games,Games,10000,11468,successful
failed,"Film & Video",Webseries,25000,356,failed
failed,Dance,Performances,3000,20,failed
successful,Music,Rock,2000,3026,successful
failed,Fashion,Fashion,2500,660,failed
failed,Design,"Interactive Design",18000,2791,failed
successful,Music,Hip-Hop,1000,1040,successful
successful,"Film & Video",Documentary,12500,16915,successful
failed,"Film & Video",Shorts,2250,613,failed
successful,Publishing,Nonfiction,6000,14857,successful
successful,Music,R&B,300,301,successful
failed,Theater,Theater,30000,450,failed
successful,Food,Food,5000,10213,successful
failed,Food,Drinks,30000,285,failed
failed,Technology,Web,5000,0,failed
successful,Music,"Indie Rock",8450,8620,successful
failed,Design,"Product Design",15000,380,failed
successful,Food,Food,25000,25715,successful
failed,"Film & Video",Horror,10000,2026,failed
successful,Photography,Places,5000,5550,successful
failed,Music,Rock,10600,27,failed
failed,Games,"Video Games",100000,1236,failed
successful,Music,"Country & Folk",6500,7326,successful
failed,Technology,Technology,100000,1126,failed
failed,Food,Food,100000,0,failed
failed,Design,"Product Design",15000,5476,failed
failed,Art,Art,200000,0,failed
failed,Music,"Classical Music",750,360,failed
failed,Fashion,Fashion,35000,0,failed
successful,Design,"Product Design",30000,42803,successful
failed,Music,Hip-Hop,10000,40,failed
successful,Publishing,"Literary Journals",250,600,successful
successful,Food,"Small Batch",100,100,successful
successful,Food,Food,40000,42800,successful
successful,Art,Painting,2000,2075.66,successful
failed,Comics,"Comic Books",27000,2856,failed
failed,Games,"Live Games",100000,15,failed
successful,"Film & Video",Webseries,15000,25022.34,successful
successful,Theater,Theater,2400,2985,successful
failed,Technology,Technology,1500000,0,failed
failed,"Film & Video",Documentary,8260,2111.01,failed
failed,Design,"Graphic Design",12000,42,failed
failed,"Film & Video","Film & Video",600,466,failed
successful,"Film & Video","Narrative Film",3500,3672,successful
failed,"Film & Video",Webseries,2500,555,failed
failed,Food,Food,10000,352,failed
failed,Publishing,Fiction,2950,0,failed
successful,Music,Music,10000,11000,successful
failed,"Film & Video",Webseries,3750,0,failed
failed,Theater,Theater,3000,0,failed
failed,Music,Rock,500,0,failed
successful,Design,"Interactive Design",7500,8276,successful
failed,"Film & Video",Shorts,5000,1675,failed
successful,Food,Food,5000,7110,successful
failed,"Film & Video",Documentary,22000,150,failed
successful,Food,Farms,15000,16820,successful
failed,Music,Hip-Hop,5000,76,failed
failed,Comics,"Comic Books",750,26,failed
failed,Food,Food,25000,1056,failed
failed,Fashion,Apparel,50000,10933,failed
failed,"Film & Video","Narrative Film",200,50,failed
failed,Publishing,Academic,10000,826,failed
failed,Music,"Classical Music",31000,2346,failed
successful,Fashion,Apparel,1000,1298,successful
successful,Music,"Country & Folk",4000,4310.11,successful
failed,"Film & Video",Shorts,11000,1460,failed
failed,Art,Sculpture,33000,197,failed
successful,Art,"Mixed Media",1000,1141,successful
successful,Art,"Mixed Media",3000,3154,successful
failed,"Film & Video",Comedy,5000,0,failed
successful,Technology,Wearables,10000,10215,successful
failed,Food,Food,15000,6730,failed
successful,Theater,Theater,800,850,successful
failed,Games,"Tabletop Games",16000,9467,failed
failed,Theater,Theater,6600,0,failed
successful,Music,"Classical Music",1000,1010,successful
failed,"Film & Video",Documentary,5000,1395,failed
failed,Publishing,Academic,4500,11,failed
successful,"Film & Video",Animation,25000,30105.05,successful
successful,Art,"Performance Art",2200,2307,successful
successful,Dance,Dance,8500,9423.1,successful
failed,"Film & Video","Film & Video",25000,141,failed
successful,Journalism,Journalism,1800,2042,successful
successful,"Film & Video",Documentary,15000,16000,successful
successful,Art,Illustration,2000,3446,successful
failed,Music,Latin,30000,1,failed
successful,Games,"Tabletop Games",15000,15675,successful
failed,Games,"Tabletop Games",800,529,failed
successful,"Film & Video",Webseries,100000,140949.84,successful
successful,Art,"Public Art",60000,80387.54,successful
successful,"Film & Video",Shorts,500,511,successful
successful,Dance,Performances,3000,3240,successful
failed,Art,Art,635,151,failed
successful,Music,Rock,2400,2845,successful
failed,Design,"Civic Design",8000,1643,failed
failed,Publishing,Periodicals,3456,185,failed
successful,Food,Restaurants,6500,6777,successful
failed,Food,Farms,10000,23,failed
failed,Photography,Photography,17000,700,failed
failed,"Film & Video",Comedy,40000,29327,failed
failed,Publishing,Academic,9500,2472,failed
successful,Music,Music,700,810,successful
successful,Games,"Video Games",280,573,successful
failed,Art,Art,10000,250,failed
successful,"Film & Video",Documentary,100000,146006.78,successful
failed,"Film & Video",Webseries,2500,0,failed
successful,Music,Music,5000,5121,successful
failed,Music,Pop,2500000,1,failed
successful,Music,Music,300,486,successful
failed,Design,"Product Design",28000,1091,failed
successful,Fashion,Fashion,7500,8200,successful
successful,Publishing,Poetry,1000,1580,successful
failed,"Film & Video",Drama,1800,50,failed
failed,Food,Food,15000,2315,failed
successful,"Film & Video",Shorts,10000,10103,successful
failed,Technology,Technology,20000,1032,failed
successful,Design,"Product Design",20000,34721,successful
failed,Publishing,Nonfiction,30200,601,failed
failed,Music,Rock,8500,4550,failed
successful,Food,Food,10,20,successful
successful,"Film & Video",Shorts,2500,2600,successful
failed,Games,"Video Games",100000,185,failed
successful,Fashion,Footwear,25000,26245,successful
successful,Music,Rock,5000,6175,successful
failed,Publishing,Nonfiction,15000,225,failed
successful,Technology,"Camera Equipment",1000,2481,successful
failed,Food,"Small Batch",17500,2425,failed
successful,Comics,Comics,10000,10518,successful
failed,Fashion,Fashion,500,165,failed
failed,Food,Restaurants,17000,650,failed
failed,"Film & Video","Narrative Film",18000,0,failed
failed,Publishing,Periodicals,5000,596,failed
failed,Fashion,Fashion,5000,0,failed
failed,Design,"Product Design",1400,886,failed
successful,"Film & Video",Shorts,5000,7606,successful
failed,Music,Hip-Hop,2000,85,failed
failed,Food,Restaurants,77793,0,failed
failed,Food,"Food Trucks",45000,100,failed
failed,Publishing,Publishing,10000,0,failed
failed,Publishing,Poetry,17000,1,failed
failed,Technology,Technology,1900,40,failed
failed,"Film & Video",Shorts,800,0,failed
failed,Music,"Electronic Music",4000,282,failed
failed,Design,Design,4000,21,failed
successful,Publishing,"Children's Books",250,292,successful
failed,"Film & Video","Film & Video",3140,0,failed
failed,Fashion,Fashion,2800,233,failed
failed,Games,"Video Games",6000,0,failed
failed,Music,Jazz,18000,0,failed
successful,Games,"Tabletop Games",10000,68208.02,successful
successful,Games,Games,800,7499.75,successful
successful,Games,"Video Games",3000,3085,successful
successful,Games,"Tabletop Games",40000,459147.6,successful
failed,"Film & Video",Webseries,700,95,failed
failed,Design,"Product Design",100000,35087,failed
failed,Music,Rock,2200,760,failed
failed,Art,Art,7000,1205,failed
successful,Art,"Mixed Media",4000,4470,successful
successful,Comics,"Comic Books",7000,8077,successful
successful,Music,Rock,10000,14350,successful
failed,"Film & Video","Narrative Film",2500,0,failed
failed,Theater,Immersive,3000,5,failed
failed,Games,"Tabletop Games",12000,985,failed
failed,Art,Art,1000,138,failed
failed,Food,Farms,15000,487,failed
failed,Publishing,Fiction,6800,1607,failed
failed,Food,Drinks,20000,52,failed
failed,Fashion,Apparel,10000,11,failed
failed,Publishing,Nonfiction,3000,20,failed
successful,Technology,Robots,2000,2072,successful
failed,Games,"Playing Cards",10000,890,failed
successful,Music,Jazz,870,870,successful
failed,Food,Food,40000,5593,failed
successful,Publishing,Publishing,3500,4015,successful
successful,Music,Music,1000,1100,successful
successful,"Film & Video","Film & Video",5000,5450,successful
failed,Design,"Product Design",75000,8953,failed
successful,Design,"Product Design",500,1834,successful
failed,Food,Food,30000,15438,failed
failed,"Film & Video",Webseries,15000,330,failed
failed,Art,"Public Art",2500,800,failed
failed,Art,Painting,200,30,failed
failed,Crafts,Crafts,6000,1,failed
failed,Technology,Software,48000,1449.15,failed
successful,Design,"Product Design",15000,57440,successful
successful,Music,"World Music",5000,5400,successful
failed,"Film & Video","Narrative Film",200000,6,failed
failed,Crafts,Crafts,200,36,failed
failed,"Film & Video",Drama,300,0,failed
successful,Photography,Photobooks,27000,29348,successful
successful,Art,"Performance Art",2500,2507,successful
failed,Games,"Tabletop Games",3000,1621,failed
successful,Art,Illustration,250,397,successful
failed,Crafts,Woodworking,2500,1,failed
failed,Design,"Product Design",40000,2335,failed
successful,Comics,Comics,7500,9097,successful
successful,Publishing,"Children's Books",3000,3362,successful
failed,Technology,Wearables,50000,0,failed
failed,Technology,Apps,25000,25,failed
failed,Art,Sculpture,5000,45,failed
failed,"Film & Video","Film & Video",50000,0,failed
failed,Art,Illustration,1200,300,failed
failed,Design,"Product Design",65000,32713.55,failed
successful,Journalism,Journalism,7500,8462,successful
failed,Publishing,Fiction,5200,0,failed
failed,Design,"Product Design",60000,6660,failed
successful,Games,"Tabletop Games",5000,30013.52,successful
successful,"Film & Video","Music Videos",750,875,successful
failed,Dance,Dance,5000,0,failed
failed,Music,Hip-Hop,50,11,failed
failed,Crafts,Crafts,1500,35,failed
successful,Publishing,Periodicals,8000,9555.22,successful
successful,"Film & Video",Shorts,350,570,successful
failed,Publishing,Publishing,250,87.2,failed
successful,Technology,Robots,230000,272990,successful
successful,Music,Music,8000,81595.37,successful
successful,"Film & Video",Animation,8500,8560,successful
failed,Journalism,Journalism,2000,100,failed
successful,Theater,Theater,10000,10615,successful
successful,Comics,Comics,20,107,successful
failed,"Film & Video","Film & Video",10000,380,failed
failed,"Film & Video",Animation,7500,0,failed
failed,Crafts,Crochet,2000,21,failed
successful,"Film & Video","Film & Video",30000,33597,successful
failed,Journalism,Journalism,10000,575,failed
successful,"Film & Video",Animation,400,431,successful
failed,Fashion,Apparel,10000,0,failed
failed,"Film & Video",Shorts,1000,75,failed
failed,Games,"Video Games",50000,39019,failed
failed,Theater,Festivals,2953,567,failed
successful,"Film & Video",Animation,11000,11729,successful
failed,Games,"Video Games",800,80,failed
failed,Food,Food,8000,1,failed
failed,Theater,Theater,40000,330,failed
failed,Music,Rock,6500,2238,failed
failed,Publishing,"Children's Books",6500,1300,failed
successful,Design,"Product Design",3000,3892,successful
successful,"Film & Video",Documentary,10000,14883,successful
